Herbarium,catalognumber,Scanned,Device,zspecid,scandate,Trial,By,notes,Family,Genus,Species,State,County,Latitude,Longitude,Data,Rt,Iof,Shift(C),Counts(C),Counts(R),Simulate(R),Hydrogen,Nitrogen,Phosphorus,Sulfur,Chlorine,Potassium,Calcium,Titanium,Chromium,Manganese,Iron,Nickel,Copper,Zinc,Arsenic,Selenium,Bromine,Rubidium,Strontium,Yttrium,Barium,Cerium,Praseodymium,Samarium,Gadolinium,Dysprosium,Tungsten,Mercury,Lead,Bismuth,SPPDP[Z/L]
SBBG,233842,Y,1,51972,11/14/2025,a,Alek,,Montiaceae,Calyptridium,Calyptridium parryi var. hesseae,California,San Benito,36.335252,-120.806526,51972-SampleName-20251114182838,0.00338988,1,-0.00682651,69519.8,11540.9,11540.8,391569,591580,0,0,314.609,8519.13,4465.85,2485.45,3.56332,11.999,59.2117,3.94334,5.73866,6.68841,0.527468,0,62.5731,45.5307,8.88107,0,855.318,0,0,0,0,3.06978,0,0,0,#VALUE!,0
SBBG,233842,Y,1,51973,11/14/2025,b,Alek,,Montiaceae,Calyptridium,Calyptridium parryi var. hesseae,California,San Benito,36.335252,-120.806526,51973-SampleName-20251114183012,0.00270266,1,-0.0106543,58318.4,8108.51,8108.5,449345,540017,0,0,233.465,5610.88,3558.33,697.124,0.712154,14.7571,35.808,4.47386,7.95239,7.51911,0.242736,0,116.936,31.7366,7.22946,0,297.379,0,0,0,8.11303,8.10897,0,0,0,#VALUE!,0
SBBG,233842,Y,1,51974,11/14/2025,c,Alek,flowers,Montiaceae,Calyptridium,Calyptridium parryi var. hesseae,California,San Benito,36.335252,-120.806526,51974-SampleName-20251114183108,0.00264013,1,-0.00137001,53997.5,8512.92,8512.91,403137,587958,0,0,208.445,2142.82,2643.79,2701.05,4.30272,0,15.4973,1.32085,8.95574,7.75638,0.446797,0,95.8897,20.0168,4.91664,0,1046.12,0,0,0,0,2.59957,0,0.612268,0,#VALUE!,0
SBBG,230626,Y,1,51975,11/14/2025,a,Alek,,Montiaceae,Calyptridium,Calyptridium parryi,California,San Benito,36.376404,-129.744802,51975-SampleName-20251114183228,0.00449194,1,-0.00113331,93557.2,14414.3,14414.2,412172,570910,0,0,84.6657,15604.6,900.326,18.564,0.840882,48.4023,83.1506,4.42938,6.82101,15.7839,0,0,97.463,28.3157,6.22741,0,16.6801,0,0,0,0,6.47075,0,2.89725,0,#VALUE!,0
SBBG,230626,Y,1,51976,11/14/2025,b,Alek,,Montiaceae,Calyptridium,Calyptridium parryi,California,San Benito,36.376404,-129.744802,51976-SampleName-20251114183325,0.00450739,1,-0.00155218,90381.8,15331.1,15331.1,370621,613577,0,0,99.9529,14058.5,533.157,357.276,6.74076,19.6169,334.225,14.4267,5.8277,21.4108,0.152599,0,78.1594,36.1482,5.77063,0,223.874,0,0,0,0,9.10128,0,0.581401,0,#VALUE!,0
SBBG,230626,Y,1,51977,11/14/2025,c,Alek,flowers,Montiaceae,Calyptridium,Calyptridium parryi,California,San Benito,36.376404,-129.744802,51977-SampleName-20251114183422,0.0031756,1,-0.0112553,67535.4,9615.1,9615.09,433769,556358,0,0,127.067,7788.08,1666.85,31.5168,3.85091,21.5762,92.1315,5.22781,9.6132,20.6334,0.392903,0,77.7671,19.2793,5.18988,0,0,0,0,0,0,7.50471,0,0,0,#VALUE!,0
SBBG,167899,Y,1,51978,11/14/2025,a,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.82583,-118.36004,51978-SampleName-20251114183750,0.00894854,1,-0.00718689,178301,29101,29101,369099,625189,0,0,1809.48,2666.38,703.675,85.55,0.403625,85.8358,215.72,0.585819,6.08748,6.89192,0.326075,0,89.8726,10.8972,16.9997,0,19.4512,0,0,0,0,3.73596,0,0,0.674423,#VALUE!,0
SBBG,167899,Y,1,51979,11/14/2025,b,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.82583,-118.36004,51979-SampleName-20251114183847,0.00722849,1,-0.00832408,139642,24673.9,24673.9,339693,652104,0,0,1385.93,5229.69,546.882,589.779,0,27.6619,40.3518,0.037557,6.45781,8.2572,0.466616,0,67.7205,20.6669,18.2866,0,257.861,0,0,0,0,5.16204,0,0,0,#VALUE!,0
SBBG,167899,Y,1,51980,11/14/2025,c,Alek,flowers,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.82583,-118.36004,51980-SampleName-20251114183943,0.00383898,1,-0.00888296,81112.6,11938.2,11938.2,421466,567771,0,0,965.485,7043.46,2337.45,145.534,2.29684,74.5706,31.3376,0.282231,9.02427,26.9708,0.179894,0,60.0551,14.4112,4.41967,0,54.8464,0,0,0,0,5.91948,0,0,0,#VALUE!,0
SBBG,161403,Y,1,51981,11/14/2025,a,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.826057,-118.361356,51981-SampleName-20251114184041,0.00380969,1,-0.0089306,78549.3,12630.7,12630.6,392202,596486,0,0,4707.75,3364.58,1094.72,1336.48,0.739302,51.9371,63.0578,3.45771,8.08935,15.1729,0,0,135.448,4.90076,13.9068,0,511.531,0,0,0,0,5.43577,0,2.51122,0,#VALUE!,0
SBBG,161403,Y,1,51982,11/14/2025,b,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.826057,-118.361356,51982-SampleName-20251114184136,0.00340703,1,-0.0132728,69855.2,11625.1,11625.1,387732,603132,0,0,1299,655.885,838.401,4782.66,10.1722,18.403,19.0334,0,10.0039,6.97018,1.56343,0,124.078,0,6.91943,0,1355.4,0,0,0,0,10.0595,0,0,0,#VALUE!,0
SBBG,161403,Y,1,51983,11/14/2025,c,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.826057,-118.361356,51983-SampleName-20251114184233,0.00291563,1,-0.00179691,61698.5,9087.88,9087.88,423054,571064,0,0,464.81,762.894,1373.92,2466.48,2.33666,40.8964,31.7045,0.206034,8.07412,5.39133,0.580328,0,106.399,2.15044,5.84756,0,608.354,0,0,0,0,9.20671,0,0,0,#VALUE!,0
SBBG,158568,Y,1,51984,11/14/2025,a,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.906035,-118.535137,51984-SampleName-20251114184350,0.00575239,1,-0.00907525,101892,23187.1,23187,247047,732223,1073.81,299.603,9818.75,7363.98,349.429,823.368,1.12002,4.1686,18.8444,1.59361,9.41479,13.1602,0.207369,0,622.841,12.2003,16.7735,0,294.654,0,0,0,5.69807,0,0,0,0,#VALUE!,0
SBBG,158568,Y,1,51985,11/14/2025,b,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.906035,-118.535137,51985-SampleName-20251114184511,0.00408339,1,-0.00168935,77596.6,15078.9,15078.9,314144,667903,717.539,133.342,8089.06,6370.28,1135.28,711.969,0.823286,24.4474,37.8339,1.17308,9.75226,23.3474,0,0,375.738,4.71071,30.0581,0,277.845,0,0,0,8.69403,0,0,2.21953,0,#VALUE!,0
SBBG,158568,Y,1,51986,11/14/2025,c,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.906035,-118.535137,51986-SampleName-20251114184628,0.00431034,1,-0.00992004,86210.6,14760.8,14760.8,363641,624240,0,339.146,3434.15,3813.46,2557.25,1165.88,3.07735,106.521,98.42,1.66794,12.8179,19.8159,0.565994,0,142.413,3.66304,18.8616,0,397.736,0,0,0,7.53531,6.22398,0,0,1.03502,#VALUE!,0
SBBG,158569,Y,1,51987,11/14/2025,a,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.825993,-118.360894,51987-SampleName-20251114184727,0.0050908,1,-0.00978417,100763,17404.8,17404.8,356719,633048,0,0,2603.91,4131.2,1647.71,1040.26,1.57985,63.4383,177.011,3.05443,6.49042,22.6937,0,0,137.291,11.0023,15.0322,0,368.378,0,0,0,0,6.95236,0,1.33701,1.67609,#VALUE!,0
SBBG,158569,Y,1,51988,11/14/2025,b,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.825993,-118.360894,51988-SampleName-20251114184824,0.00426068,1,-0.00106464,84706.2,13882.4,13882.4,370975,620487,0,0,1829.22,4370.24,1657.24,269.321,0,49.4735,99.6537,0,6.24101,16.6954,0,0,83.6383,8.80439,23.4882,0,121.64,0,0,0,0,4.69991,0,2.31212,1.16325,#VALUE!,0
SBBG,158569,Y,1,51989,11/14/2025,c,Alek,,Montiaceae,Cistanthe,Cistanthe maritima,California,Los Angeles,32.825993,-118.360894,51989-SampleName-20251114184920,0.00284261,1,-0.0098552,60970.1,8647.24,8647.23,442580,546138,0,0,427.613,2817.47,6591.12,838.96,0.906886,50.3345,49.442,2.00267,8.34984,10.5863,0.033178,0,97.8467,3.7856,7.38978,2.32594,369.411,0,0,0,0,12.0373,0,1.21671,1.34491,#VALUE!,0
SBBG,139160,Y,1,51990,11/14/2025,a,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.32406,-118.434816,51990-SampleName-20251114185105,0.00222447,1,-0.00230116,46235.1,7253.28,7253.28,408482,578339,0,0,170.091,1093.56,8657.52,2219.12,3.28292,0.551196,0,3.82929,7.51213,14.3633,0.418302,0,102.522,1.84463,11.5322,0,884.196,0,0,0,0,7.25579,0,0,2.17625,#VALUE!,0
SBBG,139160,Y,1,51991,11/14/2025,b,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.32406,-118.434816,51991-SampleName-20251114185229,0.00345986,1,-0.0108903,72468.4,10848.5,10848.5,412188,577961,0,0,174.38,1954.89,7076.32,355.547,1.07734,11.9146,19.4228,0.687902,9.54971,11.1145,0,0,68.152,0,17.0249,0,145.483,0,0,0,0,5.57205,0,1.97255,0,#VALUE!,0
SBBG,139160,Y,1,51992,11/14/2025,c,Alek,flowers,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.32406,-118.434816,51992-SampleName-20251114185351,0.0021986,1,-0.00122716,45777.3,7001.43,7001.42,412898,575197,0,0,181.903,935.437,8493.11,1577.01,3.11837,0,0,1.24113,8.72809,6.91092,0,0,107.929,0,5.78608,0,570.377,0,0,0,0,10.4921,0,3.51494,0,#VALUE!,0
SBBG,150825,Y,1,51993,11/14/2025,a,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.392214,-118.407358,51993-SampleName-20251114185501,0.00219156,1,-0.00120877,44459,7593.6,7593.6,384040,600109,0,0,143.574,1247.64,8994.42,3862.76,4.49773,0,22.3782,3.10064,8.54981,6.05845,0,0,105.886,0,9.95527,0,1431.25,0,0,0,0,6.19578,0,4.31595,0,#VALUE!,0
SBBG,150825,Y,1,51994,11/14/2025,b,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.392214,-118.407358,51994-SampleName-20251114185602,0.00312843,1,-0.00828657,65988.3,9745.6,9745.59,420516,568693,0,0,165.679,1160.34,8749.57,376.715,0.109684,4.24146,14.7846,2.84502,7.77275,5.66951,0,0,82.0538,0,10.5965,0,204.392,0,0,0,0,6.19882,0,0.917239,0,#VALUE!,0
SBBG,150825,Y,1,51995,11/14/2025,c,Alek,flowers,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.392214,-118.407358,51995-SampleName-20251114185702,0.00244277,1,-0.0113893,50508.2,7934.69,7934.68,404816,581465,0,0,247.961,1403.68,9505.44,1864.54,0,0,8.03483,1.99009,8.84836,7.29963,0.0753003,0,90.2741,0,7.6938,0,566.533,0,0,0,0,5.07852,0,2.0591,0,#VALUE!,0
SBBG,32091,Y,1,51996,11/14/2025,a,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.3236,-118.4422,51996-SampleName-20251114185811,0.00180707,1,-0.0119672,37989.2,5943.56,5943.56,426251,563652,0,0,169.22,1109.41,553.113,6138.15,8.32652,0,85.213,0,7.26585,37.3095,1.71363,0,137.01,4.23852,2.78904,0,1843.51,0,0,0,0,0,0,0,0,#VALUE!,0
SBBG,32091,Y,1,51997,11/14/2025,b,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.3236,-118.4422,51997-SampleName-20251114185907,0.00302934,1,-0.0088178,65053.1,8961.55,8961.54,442858,550866,0,0,494.836,2710.23,2295.6,385.314,4.52411,15.9938,215.209,0,10.004,38.3052,1.29558,0,81.8252,2.82926,12.2655,0,0,0,0,0,0,10.316,0,0.162053,0,#VALUE!,0
SBBG,32091,Y,1,51998,11/14/2025,c,Alek,,Linaceae,Hesperolinon,Hesperolinon micranthum,California,Los Angeles,33.3236,-118.4422,51998-SampleName-20251114190003,0.00199384,1,-0.0107147,42038.8,6356,6356,427551,563613,0,0,369.833,2062.43,1077.71,3810.13,6.73372,1.3235,107.034,0,7.19956,41.3145,1.04573,0,115.891,6.30081,5.76426,0,1209.52,0,0,0,0,13.2506,0,1.23599,0,#VALUE!,0
SBBG,258969,Y,1,51999,11/14/2025,a,Alek,,Asteraceae,Perityle,Perityle emoryi,California,Inyo,36.32,-117.476,51999-SampleName-20251114190200,0.0027997,1,-0.012707,54828.6,10318.6,10318.5,345910,636670,0,352.755,1058.54,4592.57,5186.25,4039,11.7563,6.2006,407.559,1.37613,10.5156,14.4692,1.58234,0,80.2479,4.93975,43.2399,0,1591.17,0,0,0,0,14.0311,0,2.72878,1.60351,#VALUE!,0
SBBG,258968,Y,1,52000,11/14/2025,a,Alek,,Asteraceae,Perityle,Perityle emoryi,California,Inyo,36.335,-117.506,52000-SampleName-20251114190308,0.00666799,1,-0.0107961,130719,23435.4,23435.4,349304,630437,0,1427.44,4252.11,2440.48,11440.7,61.4881,0,74.1266,234.401,0,9.79668,11.0477,0.900609,5.01274,96.3147,5.80355,195.151,0,0,0,0,0,0,6.51316,0,4.21142,0.789026,#VALUE!,0
SBBG,258295,Y,1,52001,11/14/2025,a,Alek,,Asteraceae,Perityle,Perityle megalocephala var. oligophylla,California,Inyo,36.156461,-117.49675,52001-SampleName-20251114190449,0.00447295,1,-0.0058994,96157.3,13530.6,13530.6,441436,549399,0,755.117,151.284,703.74,5878.69,1145.82,0,13.4112,208.853,0.725006,14.1049,29.8971,1.19913,0,54.4112,1.99133,15.6402,0,182.137,0,0,3.8714,0,4.35483,0,0.159351,1.99316,#VALUE!,0
SBBG,161353,Y,1,52002,11/14/2025,a,Alek,,Asteraceae,Perityle,Perityle megalocephala var. oligophylla,California,San Bernardino,35.593445,-115.520773,52002-SampleName-20251114190551,0.00578634,1,-0.0118926,117070,18349.2,18349.1,384728,609596,0,559.659,492.813,1128,3118.82,104.992,1.46952,9.9979,70.9749,0.162766,9.43421,4.53889,0.413613,0,88.4397,2.82109,45.4249,0,34.5129,0,0,0,0,2.97246,0.467136,0.40591,1.66002,#VALUE!,0
SBBG,224366,Y,1,52003,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.4755,-120.14139,52003-SampleName-20251114190804,0.0167802,1,-0.0106436,332048,50920.8,50920.8,391137,605004,0,6.43503,306.149,2208.36,1199.19,11.4617,0,5.34696,13.3759,0.159573,10.4727,16.4591,0,0,16.7901,8.3191,41.2754,0,11.6759,0,0,0,0,3.5655,0,0.989893,0,#VALUE!,0
SBBG,224366,Y,1,52004,11/14/2025,b,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.4755,-120.14139,52004-SampleName-20251114190904,0.00418945,1,-0.00864994,87169.7,12997.1,12997.1,413140,579703,0,0,306.527,1504.01,4026.94,814.033,0.887858,10.727,31.3056,0.13194,13.653,24.4283,0.706002,0,56.9746,3.07,121.284,6.16049,230.419,0,0,3.49637,0,4.42711,0,0,0,#VALUE!,0
SBBG,224365,Y,1,52005,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,El Dorado,38.6933,-120.8031,52005-SampleName-20251114191111,0.0122562,1,-0.00326359,249214,37847.5,37847.5,399699,594546,0,0,486.375,3972.59,1141.42,6.64605,0,7.25828,40.3897,1.96925,8.06397,18.6736,0,0,17.498,6.35425,25.6546,0,18.1072,0,0,0,0,4.22379,0,0.587099,0.506742,#VALUE!,0
SBBG,224365,Y,1,52006,11/14/2025,b,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,El Dorado,38.6933,-120.8031,52006-SampleName-20251114191207,0.00725967,1,0.00144164,155386,21701,21701,436225,557386,0,0,167.62,1594.32,4326.87,138.103,4.09857,3.50156,5.40835,0.655722,6.10711,13.1738,0,0,28.6491,2.84889,26.0747,0,66.1778,0,0,0,0,4.66915,0,1.17229,0,#VALUE!,0
SBBG,224311,Y,1,52007,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,33.983,-119.801,52007-SampleName-20251114191307,0.0233549,1,-0.001459,438031,73514.7,73514.6,358690,634494,0,112.81,1324.29,3985.54,1245.91,29.5867,0,12.6021,13.1047,0,7.00457,22.3678,0.0911122,0.186504,18.1265,6.08423,37.126,0,0,0,0,0,0,2.70607,0,0,0,#VALUE!,0
SBBG,224311,Y,1,52008,11/14/2025,b,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,33.983,-119.801,52008-SampleName-20251114191405,0.0167359,1,-0.00669142,322872,53678.8,53678.7,360985,632431,0,0,1409.56,3799,1240.39,7.54841,0.549599,16.5358,12.1971,0.55541,6.06365,14.0719,0,0,44.1297,7.2636,23.8179,0,0,0,0,0,0,3.15143,0.368791,0.533841,0,#VALUE!,0
SBBG,224311,Y,1,52009,11/14/2025,c,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,33.983,-119.801,52009-SampleName-20251114191507,0.00858205,1,-0.00917237,187099,24610.6,24610.6,453931,543187,0,0,132.751,1199.26,1382.81,29.9544,1.65418,11.1002,42.2869,0,6.27171,14.945,0,0,26.5121,1.4898,18.0877,0,12.3705,0,0,0,0,2.48525,0,1.43826,0.878551,#VALUE!,0
SBBG,224370,Y,1,52010,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.30738,-119.0752,52010-SampleName-20251114191617,0.00644527,1,-0.00603502,135394,19721,19721,420974,572784,0,0,652.754,2616.55,1878.68,700.022,0.105361,20.4733,69.3659,0.795562,5.92362,12.9071,0,0,51.1,1.95839,20.2387,0,209.816,0,0,0,0,3.4054,0,1.77362,0,#VALUE!,0
SBBG,224370,Y,1,52011,11/14/2025,b,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.30738,-119.0752,52011-SampleName-20251114191742,0.00458953,1,-0.00108246,94708.4,14473.9,14473.8,401617,592307,0,0,339.384,2373.93,1688.1,1072.12,0.831306,23.009,55.8847,0,7.45431,15.1969,0,0,56.209,0,18.094,0,421.835,0,0,0,0,6.46046,0,0.771848,0,#VALUE!,0
SBBG,224370,Y,1,52012,11/14/2025,c,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.30738,-119.0752,52012-SampleName-20251114191857,0.00862424,1,-0.0099388,176190,26857.2,26857.2,392382,605100,0,0,78.2685,723.018,1433.81,82.6554,0.679304,8.22643,46.4338,0,8.67985,10.8306,0.245177,0,28.554,0.857652,61.3745,0,30.3881,0,0,0,0,5.91265,0,0.245689,0,#VALUE!,0
SBBG,203785,Y,1,52013,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,San Diego,33.35527,-117.44774,52013-SampleName-20251114192024,0.0169703,1,-0.00620945,325168,54778.2,54778.1,357909,634037,0,97.379,1219.25,4794.74,1716.05,8.63127,0,15.3128,38.4332,0,8.70446,24.8622,0.0990524,0,20.4623,11.4763,86.2201,0,12.6397,0,0,0,0,1.94361,0,0.00753258,0,#VALUE!,0
SBBG,203785,Y,1,52014,11/14/2025,b,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,San Diego,33.35527,-117.44774,52014-SampleName-20251114192137,0.00220591,1,-0.0109854,45304.1,7486.48,7486.48,398112,590050,0,0,112.831,1098.2,4152.9,4487.04,8.00877,0,107.389,1.26936,6.58119,17.3942,0.226444,0,78.6464,0,34.1455,5.48813,1721.64,0,0,0,0,6.57124,0,0.348348,0,#VALUE!,0
SBBG,224386,Y,1,52015,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.4155,-119.8823,52015-SampleName-20251114192256,0.0184051,1,-0.00329728,354573,58116.5,58116.5,365769,629648,0,309.569,2065.13,1266.13,700.105,12.543,0.405483,1.34936,60.8979,0.340355,8.84864,34.7527,0.201203,0,73.8492,1.61679,38.6849,0,0,0,0,0,0,2.96829,0.386695,4.65391,0,#VALUE!,0
SBBG,224386,Y,1,52016,11/14/2025,b,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.4155,-119.8823,52016-SampleName-20251114192439,0.00875578,1,-0.00421842,181945,26501.7,26501.7,415391,580183,0,21.8929,1111.93,1840.49,1132.22,58.7976,8.61493,6.9576,78.976,1.00337,12.8169,36.8319,1.16201,0,67.3821,1.80227,18.222,0,20.2382,0,0,0,3.68523,1.73264,0,2.65506,0,#VALUE!,0
SBBG,Blank,,1,52017,11/14/2025,,Alek,,,,,,,,,52017-SampleName-20251114192533,0.00788321,1,-0.00600638,171127,20441.2,20441.1,487857,511706,0,0,55.1405,292.677,74.9166,0,0.0268269,0.857594,0,0.357005,5.27916,1.61527,0,0,0,0,0.804906,1.56436,0,0,0,0,0,3.15081,0,1.14511,0,#VALUE!,0
SBBG,224386,Y,1,52018,11/14/2025,c,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.4155,-119.8823,52018-SampleName-20251114192645,0.0161911,1,-0.00468126,324502,48865.6,48865.6,399461,597455,0,171.154,664.313,866.604,1156.94,38.6734,0.324537,3.32295,46.3376,0,10.9809,34.1775,0,0,32.2547,0.668784,35.9784,0,13.4038,0,0,0,0,1.64186,0,7.86061,0.527845,#VALUE!,0
SBBG,224349,Y,1,52019,11/14/2025,a,Alek,Gall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,San Luis Obispo,35.316,-120.7086,52019-SampleName-20251114192755,0.00534156,1,-0.0129016,115126,15218.8,15218.8,454344,541921,0,0,600.31,1861.08,897.312,37.8497,1.17833,7.66015,191.319,1.15205,9.71775,41.7012,0,0,26.3382,7.38016,13.0139,2.25527,24.1966,0,0,0,0,10.5186,0,1.98341,1.47841,#VALUE!,0
SBBG,224349,Y,1,52020,11/14/2025,b,Alek,NoGall,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,San Luis Obispo,35.316,-120.7086,52020-SampleName-20251114192854,0.0120162,1,-0.00572284,251069,35681.2,35681.2,422662,574812,0,0,142.648,1111,928.454,37.0932,1.03036,8.67459,199.82,1.553,8.44672,15.9978,0.179929,0,16.5972,7.66521,22.3594,0,24.0552,0,0,0,0,1.72182,0,0.131568,0,#VALUE!,0
SBBG,169766,Y,1,52021,11/14/2025,a,Alek,Sample 1,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52021-SampleName-20251114193120,0.00748641,1,-0.00671178,158207,22810.3,22810.3,423572,570136,0,38.6451,2498.66,2182.25,1244,15.1683,0,8.57424,190.194,0.35349,13.9638,13.5087,0,0,52.1076,4.49538,13.6092,0,13.4335,0,0,0,0,4.14943,0,1.3214,0,#VALUE!,0
SBBG,169766,Y,1,52022,11/14/2025,b,Alek,Sample 1,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52022-SampleName-20251114193221,0.00730682,1,-0.0117321,152564,22154.7,22154.7,416482,578995,0,0,2079.38,1202.57,872.431,47.8997,0,9.35789,167.232,0,12.8801,13.2293,0.147166,0,48.6183,2.08403,17.4481,0,45.4785,0,0,0,0,5.61876,0,0.314608,0,#VALUE!,0
SBBG,169766,Y,1,52023,11/14/2025,c,Alek,Sample 1,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52023-SampleName-20251114193351,0.00834139,1,-0.00888501,178436,24229.4,24229.4,445135,550139,0,0,1968.39,1746.72,775.932,18.41,1.5352,7.93216,117.501,0.635012,12.1791,12.6565,0,0,40.1805,2.1452,17.1508,0,0,0,0,0,0,3.95593,0,1.87717,0,#VALUE!,0
SBBG,169766,Y,1,52024,11/14/2025,d,Alek,Sample 2,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52024-SampleName-20251114193446,0.00311215,1,-0.0125509,62283.3,10739.5,10739.5,368490,620152,0,0,1752.95,1900.99,3620.48,2716.3,4.72364,14.9688,47.2618,0,11.8433,20.8118,0,0,84.8072,2.23505,5.9043,0,1170.73,0,0,0,0,4.87809,0,1.2901,0,#VALUE!,0
SBBG,169766,Y,1,52025,11/14/2025,e,Alek,Sample 2,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52025-SampleName-20251114193543,0.0027204,1,-0.0119662,58340.6,8075.3,8075.29,445174,545253,0,0,2557.11,2705.71,4018.35,26.8843,0.693982,14.6308,65.8657,1.62937,14.5347,12.6373,0,0.527998,105.101,2.83142,8.45997,0,27.9398,0,0,0,0,11.6027,0,2.04694,0,#VALUE!,0
SBBG,169766,Y,1,52026,11/14/2025,f,Alek,Sample 2,Asteraceae,Baccharis,Baccharis pilularis subsp. pilularis,California,Ventura,33.22558,-119.47041,52026-SampleName-20251114193653,0.00318392,1,-0.0125281,67965.4,9433.42,9433.41,440380,552043,0,0,2130.33,3427.37,1829.7,27.0695,0.415122,8.6188,44.2566,0.156743,10.7216,5.16004,0.193741,0,81.4617,1.89324,4.67578,0,0,0,0,0,0,5.44962,0,0.832069,0,#VALUE!,0
SBBG,229710,Y,1,52027,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52027-SampleName-20251114193755,0.00322308,1,-0.0100903,69903.2,9470.61,9470.6,454008,537044,0,0,853.535,5213.22,2469,52.8744,2.89934,26.0008,167.26,0.433973,13.5069,11.1693,0.362238,0,75.9493,7.76154,9.0454,0,41.0266,0,0,0,0,6.09434,0.786639,2.4227,0,#VALUE!,0
SBBG,229710,Y,1,52028,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52028-SampleName-20251114193849,0.003023,1,-0.0125485,64112.2,9086.73,9086.73,430681,563101,0,0,536.514,3801.28,1379.45,169.85,0,15.1302,105.253,0,12.5606,12.8296,0,0,60.0309,7.48134,11.6485,0,99.5371,0,0,0,0,4.67151,0,4.14095,0,#VALUE!,0
SBBG,229710,Y,1,52029,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52029-SampleName-20251114193945,0.00411099,1,-0.00763034,86861.2,12414,12414,436003,555866,0,0,534.591,4267.93,1480.7,1135.12,4.23507,27.6812,150.496,0.595858,13.0586,12.032,0.529749,0,40.5791,6.68239,10.2791,0,440.459,0,0,0,0,7.1586,0.757436,2.71226,0,#VALUE!,0
