Herbarium,catalognumber,Scanned,Device,zspecid,scandate,Trial,By,notes,Family,Genus,Species,State,County,Latitude,Longitude,Data,Rt,Iof,Shift(C),Counts(C),Counts(R),Simulate(R),Hydrogen,Nitrogen,Phosphorus,Sulfur,Chlorine,Potassium,Calcium,Titanium,Chromium,Manganese,Iron,Nickel,Copper,Zinc,Arsenic,Selenium,Bromine,Rubidium,Strontium,Yttrium,Barium,Cerium,Praseodymium,Samarium,Gadolinium,Dysprosium,Tungsten,Mercury,Lead,Bismuth,SPPDP[Z/L]
SBBG,254867,Y,1,51913,11/14/2025,b,Alek,,Asteraceae,Laphamia,Laphamia megalocephala,California,Inyo,0,0,51913-SampleName-20251114152926,0.00247026,1,-0.0126303,53311.4,7492.27,7492.27,447608,542793,0,621.192,501.252,4028.85,2163.16,1417.57,2.53157,11.9788,198.246,0.355598,9.79223,31.2005,0.171229,0,100.723,3.51455,37.112,0,467.236,0,0,0,0,0,3.38791,2.78007,0,#VALUE!,0
SBBG,254867,Y,1,51914,11/14/2025,c,Alek,,Asteraceae,Laphamia,Laphamia megalocephala,California,Inyo,0,0,51914-SampleName-20251114153114,0.00378464,1,-0.0013617,78152.3,12239.6,12239.6,402380,588468,0,469.904,335.885,3651.42,1414.76,2268.88,0,6.76215,153.264,1.14271,14.6925,33.94,0.017041,0,79.8602,2.76456,39.6022,0,668.866,0,0,0,0,7.29764,0,2.85686,1.13242,#VALUE!,0
SBBG,230841,Y,1,51915,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Mono,38.368299,-119.116615,51915-SampleName-20251114153259,0.00287419,1,-0.00140752,58916.8,9571.24,9571.23,391862,593028,0,0,108.774,1868.76,10431.3,1729.54,2.22029,15.5602,147.145,1.12795,6.18166,13.0386,1.14251,0,66.8621,3.60069,140.303,0,568.859,0,0,0,0,6.9927,0,0,0,#VALUE!,0
SBBG,230841,Y,1,51916,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Mono,38.368299,-119.116615,51916-SampleName-20251114153358,0.00479738,1,-0.00543916,100805,15119.6,15119.5,414958,573671,0,281.868,127.367,5342.35,5054.58,226.999,2.45757,19.6013,62.7748,0,7.33523,28.8322,0,0,45.9276,3.64769,76.5977,0,84.3316,0,0,0,0,4.87041,0,3.23078,1.66133,#VALUE!,0
SBBG,Blank,,1,51917,11/14/2025,,Alek,,,,,,,,,51917-SampleName-20251114153506,0.00856421,1,-0.00105732,184606,22432,22432,480713,518869,0,0,55.2778,270.127,76.9777,2.69741,0.813769,0.0596456,0,0,4.64734,1.95227,0.147028,0,0,0,1.148,0,0,0,0,0,0,4.43738,0,0,0,#VALUE!,0
SBBG,230841,Y,1,51918,11/14/2025,c,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Mono,38.368299,-119.116615,51918-SampleName-20251114153610,0.00371455,1,-0.00974187,74448.8,12617.7,12617.7,370349,615562,0,0,102.396,2084.05,9979.3,776.65,3.005,35.2513,274.621,0.345995,7.86815,21.1485,0.677644,0,52.8025,4.75506,153.339,0,589.108,0,0,0,0,6.34931,0,1.63871,0,#VALUE!,0
SBBG,210655,Y,1,51919,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51919-SampleName-20251114153708,0.00622876,1,-0.0120183,127191,19958.2,19958.2,395701,591185,0,787.986,53.053,5946.43,6003.69,6.81159,0.134143,8.9433,93.8038,0,8.16738,15.8873,0,0.669717,34.2709,2.61499,128.626,0,18.0507,0,0,3.03966,0,2.5265,0,1.44448,0,#VALUE!,0
SBBG,210655,Y,1,51920,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51920-SampleName-20251114153806,0.00276183,1,-0.00387,58837.8,8136.94,8136.93,442397,548779,0,184.917,120.411,3187.72,5036.49,66.3439,0,6.98528,46.7605,0,6.88987,9.03587,0,0,80.8045,3.68351,26.6018,0,38.7582,0,0,0,0,8.20033,0,1.59012,0,#VALUE!,0
SBBG,210655,Y,1,51921,11/14/2025,c,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51921-SampleName-20251114153942,0.00705477,1,-0.00667277,140948,22733.6,22733.6,380277,609784,0,746.573,106.335,4914.62,3745.88,93.1484,0.900596,6.06331,114.937,0.469276,7.2529,16.5044,0.0352474,0,29.4934,3.68007,68.7928,0,78.359,0,0,0,0,4.66859,0,1.1116,0.693586,#VALUE!,0
SBBG,204186,Y,1,51922,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.663,-118.8243,51922-SampleName-20251114154100,0.00447666,1,-0.0110145,91675,14614.1,14614.1,389630,602047,0,0,106.754,3337.19,2858.34,1373.45,0.118927,1.18332,37.568,1.53446,8.76436,9.12212,0.221096,0,46.9211,0,25.2842,0,511.582,0,0,0,0,2.43344,0,1.21685,1.82629,#VALUE!,0
SBBG,204186,Y,1,51923,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.663,-118.8243,51923-SampleName-20251114154200,0.00317989,1,-0.00153526,66289,10070.7,10070.7,411970,575685,0,0,290.753,1478.58,9081.94,317.507,3.08611,30.5916,858.774,0.0333247,8.06337,7.78973,1.14739,0,51.2288,4.32288,91.8962,0,118.579,0,0,0,0,5.8944,0,0,0,#VALUE!,0
SBBG,204186,Y,1,51924,11/14/2025,c,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.663,-118.8243,51924-SampleName-20251114154256,0.00289781,1,-0.0101463,60847.9,9147.03,9147.02,417376,568049,0,0,294.769,1313.42,12129,56.9718,0.494025,21.9485,570.063,0,6.44988,7.03232,1.03988,0,82.1705,4.99142,63.8294,0,21.7007,0,0,0,0,4.72102,0,0.417222,0,#VALUE!,0
SBBG,210657,Y,1,51925,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51925-SampleName-20251114154411,0.00572395,1,-0.00826586,116810,18732.8,18732.8,391022,593789,0,153.632,86.5179,6328.85,7985.9,105.074,0,11.2886,312.123,0.36002,7.26322,6.65978,0.821401,0,35.4922,3.13334,79.3585,0,69.5704,0,0,0,0,4.71774,0,0,0,#VALUE!,0
SBBG,210657,Y,1,51926,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51926-SampleName-20251114154507,0.00328695,1,-0.00722386,70744.5,9750.59,9750.58,444425,547016,0,212.675,84.1173,2221.08,5816.08,55.9871,0,6.52341,48.2301,0,5.47096,6.9619,0.0964283,0,85.4091,0,8.84761,0,0,0,0,0,0,7.16853,0,0.788687,1.02594,#VALUE!,0
SBBG,210657,Y,1,51927,11/14/2025,c,Alek,flowers,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5945,-119.3312,51927-SampleName-20251114154602,0.00266508,1,-0.00112846,55385.7,8566.27,8566.26,409472,580314,0,0,153.073,1687.22,5138.04,2263.06,9.83599,0,70.1821,0,5.48102,8.17833,0,0,96.2935,0,5.94109,0,765.762,0,0,0,0,9.33484,0,1.88777,0,#VALUE!,0
SBBG,216555,Y,1,51928,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Modoc,41.976,-120.208,51928-SampleName-20251114154732,0.00445608,1,-0.0108275,95357.9,13495.7,13495.6,440778,546216,0,8.97571,159.514,4915.26,7538.23,70.2295,0,17.4194,161.598,0.657019,16.7047,19.4247,0,0,52.1053,2.95489,9.90493,0,16.9972,0,0,6.9885,0,7.2676,0.703614,2.7056,1.2192,#VALUE!,0
SBBG,216555,Y,1,51929,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Modoc,41.976,-120.208,51929-SampleName-20251114154831,0.00394577,1,-0.00907884,84489.3,11967.4,11967.4,438728,551226,0,113.129,78.7155,4267.92,4541.77,586.116,0,19.5455,110.89,0.92371,11.2908,24.5076,1.1091,0,55.014,3.65606,4.27503,0,230.826,0,0,0,0,0,0,0,0,#VALUE!,0
SBBG,216555,Y,1,51930,11/14/2025,c,Alek,flowers,Brassicaceae,Boechera,Boechera sparsiflora,California,Modoc,41.976,-120.208,51930-SampleName-20251114154932,0.00425599,1,-0.00138963,90166.9,12891.4,12891.4,427995,564122,226.214,432.052,77.7246,5087.2,1752.33,47.4566,0.118956,19.4227,99.9553,0,10.0098,36.9781,0,0,44.2333,9.76097,3.17598,0,32.0441,0,0,0,0,3.24461,0,3.57219,1.2538,#VALUE!,0
SBBG,167988,Y,1,51931,11/14/2025,a,Alek,,Brassicaceae,Arabis,Arabis sparsiflora,California,San Bernardino,34.314722,-117.579167,51931-SampleName-20251114155033,0.00391097,1,-0.00148805,82358.4,12035.9,12035.9,430323,554448,0,0,80.8431,5426.25,9293.44,99.5772,0.886772,12.5008,133.006,0,7.27835,6.11599,0,0,62.2602,3.37256,42.081,0,56.327,0,0,0,0,3.93616,0,3.13994,0,#VALUE!,0
SBBG,167988,Y,1,51932,11/14/2025,b,Alek,,Brassicaceae,Arabis,Arabis sparsiflora,California,San Bernardino,34.314722,-117.579167,51932-SampleName-20251114155130,0.00522203,1,-0.0131713,112076,15206.7,15206.6,452256,538008,0,0,70.4738,3625.6,5837.25,10.4887,0.843666,6.31079,74.601,0,8.514,4.4737,0,0,65.5334,1.65818,20.1706,0,0,0,0,0,0,9.61135,0,1.89334,0,#VALUE!,0
SBBG,167988,Y,1,51933,11/14/2025,c,Alek,flowers,Brassicaceae,Arabis,Arabis sparsiflora,California,San Bernardino,34.314722,-117.579167,51933-SampleName-20251114155237,0.00206492,1,-0.00212526,42562.1,6696.88,6696.87,407175,582256,0,0,124.02,1875.99,4366.67,3033.71,6.20263,0,12.2133,1.12072,6.68364,7.09869,0.729084,0,103.221,2.25136,11.1605,0,1011.77,0,0,0,0,7.00555,0,0,0,#VALUE!,0
SBBG,168877,Y,1,51934,11/14/2025,a,Alek,seed pod,Brassicaceae,Boechera,Boechera sparsiflora,California,San Bernardino,34.3025,-117.49444,51934-SampleName-20251114155335,0.00629458,1,-0.000998906,133198,18354.5,18354.4,438245,556502,0,93.8995,63.8108,2642.66,2329.14,12.8813,0.528035,7.44025,15.9821,0,6.26852,10.542,0.243781,0,29.287,2.07034,22.9064,0,10.5512,0,0,0,0,4.95579,0,0,0.817598,#VALUE!,0
SBBG,168877,Y,1,51935,11/14/2025,b,Alek,seed pod,Brassicaceae,Boechera,Boechera sparsiflora,California,San Bernardino,34.3025,-117.49444,51935-SampleName-20251114155437,0.00409319,1,-0.0130238,83688.6,13089.4,13089.4,394792,598621,0,0,68.7562,2170.79,2403.38,1228.44,0,0.164683,22.5272,1.41029,8.52308,10.8053,0,0,45.3706,1.26243,19.5402,0,596.357,0,0,0,0,6.35056,0,2.22807,1.08883,#VALUE!,0
SBBG,168877,Y,1,51936,11/14/2025,c,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,San Bernardino,34.3025,-117.49444,51936-SampleName-20251114155534,0.00172987,1,-0.00147803,35976.3,5426.4,5426.4,416036,569461,0,0,217.542,2832.45,10652,394.82,0.379096,12.9966,93.067,0,5.45036,10.122,0,0,73.5095,2.14843,53.002,0,150.066,0,0,0,0,5.41766,0,2.28168,0,#VALUE!,0
SBBG,244619,Y,1,51937,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5716,-119.2592,51937-SampleName-20251114155636,0.00237275,1,-0.00727356,51119.4,7117.16,7117.16,450890,534714,0,0,167.564,5498.8,8373.66,35.1198,1.58791,4.7091,115.688,0,8.02725,6.32518,0,0,101.962,3.39802,22.1103,0,51.0536,0,0,0,0,4.0541,0,2.07761,1.30849,#VALUE!,0
SBBG,244619,Y,1,51938,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5716,-119.2592,51938-SampleName-20251114155732,0.00478894,1,-0.0050998,102707,14322,14322,442194,548585,0,0,69.2968,4158.74,4548.95,41.8238,1.60329,4.92411,167.308,0.0782583,6.44398,10.0706,0.304232,0,145.342,1.39887,21.4713,0,35.188,0,4.3533,0,0,4.15969,0,0.751992,0,#VALUE!,0
SBBG,244619,Y,1,51939,11/14/2025,c,Alek,seed pod,Brassicaceae,Boechera,Boechera sparsiflora,California,Ventura,34.5716,-119.2592,51939-SampleName-20251114155829,0.00441833,1,-0.0114689,94595.8,12953.7,12953.6,440578,554547,0,61.3981,85.5891,2451.99,2088.3,0,0,3.61532,17.5858,0,5.83042,9.61118,0.584425,0,98.6712,4.33179,12.1111,0,29.4118,0,0,0,0,6.83945,0,0.339605,0,#VALUE!,0
SBBG,230365,Y,1,51940,11/14/2025,a,Alek,,Brassicaceae,Boechera,Boechera bodiensis,California,Mono,38.27366,-119.141638,51940-SampleName-20251114155936,0.00261086,1,-0.0131538,48819.6,10855.1,10855,294113,686594,0,0,129.893,738.398,5253.01,9689.26,10.4979,0,29.6775,2.14402,4.87669,4.83779,0.409294,0,43.1985,0,6.02928,0,3370.32,0,0,0,0,8.04309,0,0.00689511,2.38402,#VALUE!,0
SBBG,230365,Y,1,51941,11/14/2025,b,Alek,,Brassicaceae,Boechera,Boechera bodiensis,California,Mono,38.27366,-119.141638,51941-SampleName-20251114160032,0.00442051,1,-0.0120226,91654,14040.6,14040.5,406432,584237,0,101.34,65.1905,2748.01,4812.47,882.445,3.83615,13.1974,172.334,0.771669,7.64779,8.85456,0,0,47.0342,3.26211,88.5697,0,372.635,0,0,0,0,4.41799,0,0.670729,0,#VALUE!,0
SBBG,230365,Y,1,51942,11/14/2025,c,Alek,,Brassicaceae,Boechera,Boechera bodiensis,California,Mono,38.27366,-119.141638,51942-SampleName-20251114160134,0.00322984,1,-0.0136808,67401.1,10560.5,10560.4,407157,580540,0,0,106.44,3244.02,5669.65,2160.65,5.18633,5.56879,185.028,0.145164,8.27557,12.043,0.212217,0,66.3382,2.16064,69.5052,0,760.043,0,0,0,0,5.8394,0,1.30241,1.11692,#VALUE!,0
SBBG,215802,Y,1,51943,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Santa Barbara,34.887,-119.489,51943-SampleName-20251114160255,0.00297336,1,-0.0107541,60151.9,10342.6,10342.6,379463,604093,0,445.725,270.332,1518.56,8848.75,3698.88,8.83986,6.26027,146.559,1.65376,9.68982,42.3976,0,0,74.1833,1.50411,212.523,0,1145.97,0,0,0,10.3932,0,0,2.21847,0,#VALUE!,0
SBBG,215802,Y,1,51944,11/14/2025,b,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Santa Barbara,34.887,-119.489,51944-SampleName-20251114160351,0.00334685,1,-0.00134873,69608.6,10542,10541.9,413303,573443,0,696.571,658.134,2480.47,8455.5,152.823,1.57743,14.3184,393.507,1.58804,9.53174,39.6375,0,0,54.9727,3.45976,266.446,0,25.2039,0,0,0,0,0,0,1.88828,0,#VALUE!,0
SBBG,215802,Y,1,51945,11/14/2025,c,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Santa Barbara,34.887,-119.489,51945-SampleName-20251114160448,0.00345226,1,-0.011398,74202.2,10530.8,10530.7,435991,554585,0,378.908,351.579,3290.31,4519.27,251.852,5.69585,11.6898,272.186,1.25602,8.85281,38.8639,0.0921302,0,68.218,1.14796,120.837,0,99.0936,0,0,0,0,4.80986,0,1.7073,0,#VALUE!,0
SBBG,215820,Y,1,51946,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,34.991181,-118.15934,51946-SampleName-20251114160555,0.00292109,1,-0.00102746,61299.2,9644.9,9644.86,417677,555374,0,1011.7,1771.22,7084.07,16386.1,144.868,0,33.6413,201.72,0.618409,10.5107,47.4766,0.973505,0,102.42,6.7985,138.678,0,0,0,0,0,0,8.38407,2.69924,2.35153,0,#VALUE!,0
SBBG,215821,Y,1,51947,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.289,-119.514,51947-SampleName-20251114160712,0.00205328,1,-0.00123205,42280.5,7095.71,7095.71,400430,579972,0,0,284.985,4290.5,9135.23,4041.48,4.23501,0,36.5135,0.225837,11.1474,47.8876,1.1881,0,110.53,2.58694,47.7087,0,1578.04,0,0,0,0,0,5.05251,0.921148,0,#VALUE!,0
SBBG,215846,Y,1,51948,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.589,-118.488,51948-SampleName-20251114160811,0.00267397,1,-0.000998379,53778.1,9239.95,9239.93,374386,608698,0,577.404,707.752,6258.46,6365.01,1820.42,0.131222,1.4995,69.1463,0,11.665,14.4193,0.0899553,0,85.1764,0,60.3876,0,929.28,0,0,0,0,6.29416,1.45803,4.75081,2.80501,#VALUE!,0
SBBG,215837,Y,1,51949,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,35.5314,-120.5832,51949-SampleName-20251114160906,0.00294684,1,-0.00103015,61903.5,9358.11,9358.09,418583,563881,0,0,243.809,6538.44,10450.4,76.4973,0.773335,20.2097,61.4293,0.466634,7.05303,4.09182,0,0,72.9197,2.11323,9.14844,0,51.6156,0,0,0,0,0,0,1.25111,0,#VALUE!,0
SBBG,215835,Y,1,51950,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.3105,-118.018,51950-SampleName-20251114161031,0.00867055,1,-0.00337159,165835,30492.9,30492.8,333879,649059,0,1490.46,107.121,7673.93,7052.64,152.059,1.82606,32.4789,272.243,0.101885,9.46902,11.946,0.401749,0,22.7192,5.12732,174.243,0,50.9035,0,0,0,0,2.04928,3.24143,1.30416,0,#VALUE!,0
SBBG,215834,Y,1,51951,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.364,-117.983,51951-SampleName-20251114161127,0.00302699,1,-0.00207331,58463.9,11394.9,11394.9,327309,653194,0,487.802,548.122,7921.4,5188.93,3523.72,3.16973,10.2282,268.802,0,9.71709,20.6554,0.170646,0,132.508,4.48959,125.639,0,1244.6,0,0,0,0,5.94845,0,1.85556,0,#VALUE!,0
SBBG,215828,Y,1,51952,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,35.7037,-120.6934,51952-SampleName-20251114161223,0.00320314,1,-0.0102961,63060.7,12124.7,12124.6,348894,627597,0,1722.69,971.261,5717.91,9758.82,1784.59,53.3485,28.4333,1471.49,69.5812,13.6167,17.6547,10.9045,0,93.5959,1.70594,26.8546,0,829.563,157.865,0,0,0,12.0471,765.098,4.54844,0,#VALUE!,0
SBBG,215843,Y,1,51953,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,34.9321,-118.8626,51953-SampleName-20251114161326,0.00259416,1,-0.00138582,51203.4,10278.5,10278.4,352801,623671,0,228.543,151.362,3541.72,5701.52,10220.9,7.85912,0,63.5979,3.21908,5.73976,12.1179,0.34351,0,78.7129,0,61.0694,0,3435.79,0,0,5.65222,0,10.0723,0,0.264909,0,#VALUE!,0
SBBG,215762,Y,1,51954,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Santa Barbara,34.882,-119.459,51954-SampleName-20251114161430,0.00235935,1,-0.00120262,47436.6,8224.16,8224.15,376147,608627,0,0,286.155,2185.49,6828.21,4375.38,7.15532,0,55.5072,0.169573,10.6872,24.9709,1.04658,0,84.5966,1.98369,98.161,0,1244.1,0,0,0,7.78982,10.282,2.20279,0,2.16341,#VALUE!,0
SBBG,215756,Y,1,51955,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,35.612,-120.699,51955-SampleName-20251114161527,0.00243158,1,-0.0128985,49243.9,8913.84,8913.82,379526,596303,0,0,624.916,7634.93,7999.28,5775.61,4.01602,0,52.2188,1.26913,16.3609,41.0706,1.01639,0,83.7972,2.98498,5.16213,0,1914.64,0,0,0,0,8.45512,4.52579,0.299481,0,#VALUE!,0
SBBG,215752,Y,1,51956,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,35.5314,-120.5832,51956-SampleName-20251114161623,0.00288937,1,-0.00124526,60496.6,9293.55,9293.52,417418,564047,0,505.722,640.158,8183.07,8136.54,283.365,2.06337,20.9991,393.591,2.18195,13.582,57.071,0,0,78.7545,5.52375,12.5566,0,179.946,0,0,0,9.45044,9.48058,1.83619,2.273,0,#VALUE!,0
SBBG,215818,Y,1,51957,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.052,-118.173,51957-SampleName-20251114161732,0.00400849,1,-0.0130943,81513.4,13481.6,13481.6,387047,592062,0,620.725,549.37,7553.04,11285.5,391.208,2.48787,15.1435,120.093,1.20957,8.93563,12.4371,1.15298,0,79.4222,2.59009,93.2561,0,147.24,0,0,0,0,8.57155,0,0.201133,0,#VALUE!,0
SBBG,215819,Y,1,51958,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,Kern,35.571,-118.409,51958-SampleName-20251114161829,0.00385221,1,-0.0105945,80473.1,11879.6,11879.6,422525,564931,0,1027.39,724.389,6040.7,4537.7,28.8228,0,2.99826,17.3356,0,6.64071,8.96098,0.806201,0,56.1227,7.42141,39.6341,0,38.54,0,0,0,0,5.29287,1.23427,0.00974326,0,#VALUE!,0
SBBG,215746,Y,1,51959,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,35.3512,-119.8217,51959-SampleName-20251114161926,0.00343478,1,-0.00650764,71532.1,11215.2,11215.2,412519,566987,0,243.679,4755.03,2364.25,12059,543.379,0.497118,7.09401,30.2188,0.568987,10.3201,14.6813,0,0.845646,136.693,7.00659,29.7208,0,286.773,0,0,0,0,4.37671,0,0.58618,0,#VALUE!,0
SBBG,215750,Y,1,51960,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,34.9353,-119.5126,51960-SampleName-20251114162023,0.00347345,1,-0.0122693,70293.1,11983.2,11983.1,375039,605619,0,0,225.203,6305.14,10919,1020.73,0.00821448,28.0126,174.579,1.17967,8.03537,12.5926,1.06437,0,58.3817,2.4379,199.603,0,389.962,0,0,0,0,0,0,0,0,#VALUE!,0
SBBG,215751,Y,1,51961,11/14/2025,a,Alek,,Brassicaceae,Caulanthus,Caulanthus lasiophyllus,California,San Luis Obispo,34.937,-119.502,51961-SampleName-20251114162119,0.00387585,1,-0.00677672,77889.7,13358.4,13358.4,376635,597463,0,279.398,245.88,7375.3,17310,51.5655,0,23.1794,137.899,0,8.00028,11.8839,0.144712,0,51.7755,2.96455,301.672,0,98.3675,0,0,0,0,6.26705,0,1.047,0,#VALUE!,0
SBBG,252700,Y,1,51962,11/14/2025,a,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Butte,39.798611,-121.486944,51962-SampleName-20251114162535,0.00778057,1,-0.0137139,164674,22440.4,22440.4,438733,558956,0,0,43.7331,674.9,1270.08,38.9557,1.67883,32.8129,141.399,7.51101,6.3685,20.0046,0.00993833,0,24.453,0.867948,9.77512,0,39.2225,0,0,0,0,5.3307,0,0.665754,0,#VALUE!,0
SBBG,252700,Y,1,51963,11/14/2025,b,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Butte,39.798611,-121.486944,51963-SampleName-20251114162652,0.00550412,1,-0.0022501,118212,15611.8,15611.8,451540,546015,0,0,61.7037,1264.77,830.664,29.3787,2.78834,17.9522,121.831,5.27171,7.005,18.4048,0,0.480061,32.5071,2.96492,9.8176,0,30.2082,0,3.50433,0,0,7.96106,0,0.981784,0,#VALUE!,0
SBBG,252700,Y,1,51964,11/14/2025,c,Alek,seed pod,Namaceae,Eriodictyon,Eriodictyon californicum,California,Butte,39.798611,-121.486944,51964-SampleName-20251114162749,0.0058557,1,-0.0125105,125786,17138.5,17138.4,447318,548610,0,0,94.2996,1302.78,1222.01,867.692,3.45709,8.32999,162.873,8.29936,12.9045,16.1473,0.522359,0,36.6339,5.33193,6.79094,0,319.966,0,0,0,0,5.54945,0,0,0,#VALUE!,0
SBBG,252719,Y,1,51965,11/14/2025,a,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Glenn,39.712222,-122.586389,51965-SampleName-20251114162853,0.00466173,1,-0.00426155,97118.1,14715.6,14715.6,409875,580219,0,0,74.5235,3948.84,5030.7,348.33,0,37.9527,135.24,2.31296,8.06034,19.0605,0.239147,0,46.9946,3.794,14.8965,0,236.681,0,0,0,0,4.38061,0,0.0286085,0,#VALUE!,0
SBBG,252719,Y,1,51966,11/14/2025,b,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Glenn,39.712222,-122.586389,51966-SampleName-20251114163002,0.00528176,1,-0.00922051,104578,18058.6,18058.6,357662,632673,0,0,68.6866,3871.7,3527.96,1315.44,1.92282,26.3017,93.013,2.95371,8.86442,16.4887,0,0,39.636,6.86347,12.2452,0,668.071,0,0,0,0,5.27282,0,1.49173,0,#VALUE!,0
SBBG,Blank,,1,51967,11/14/2025,,Alek,,,,,,,,,51967-SampleName-20251114163114,0.00750925,1,-0.00542341,162982,19632.3,19632.3,484466,515048,0,0,74.3058,305.922,84.5423,4.91212,0,0,0,0,4.85378,1.83571,0,0,0,0,0,0,0,0,0,0,3.07435,4.39329,0,2.01508,0,#VALUE!,0
SBBG,252719,Y,1,51968,11/14/2025,c,Alek,flowers,Namaceae,Eriodictyon,Eriodictyon californicum,California,Glenn,39.712222,-122.586389,51968-SampleName-20251114163241,0.00328933,1,-0.0131666,66026.6,10526.8,10526.8,383462,609207,0,0,94.2121,3697.13,2560.46,500.269,0.707415,5.81237,37.8163,1.03435,11.6642,9.44758,0.0155197,0,65.1094,11.219,11.9529,0,317.593,0,0,0,0,3.45514,0,1.79333,2.04101,#VALUE!,0
SBBG,268559,Y,1,51969,11/14/2025,a,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Stanislaus,37.40903,-121.40872,51969-SampleName-20251114163338,0.0111727,1,-0.0092141,227669,33917.7,33917.7,402235,595212,0,0,73.2905,1155.6,1049.93,72.5017,0,9.2703,65.0383,1.64252,8.26422,11.7852,0.0430989,0,17.6337,2.38346,16.9757,0,56.6666,8.49816,0,0,0,4.58509,0,0.680955,0,#VALUE!,0
SBBG,268559,Y,1,51970,11/14/2025,b,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Stanislaus,37.40903,-121.40872,51970-SampleName-20251114163511,0.0064598,1,-0.0107414,136335,18837.6,18837.5,436443,559376,0,0,73.0694,1994.54,1885.86,11.1136,2.77244,17.5864,96.4049,1.48082,7.74958,10.7668,0,0,30.6703,2.32785,13.0118,0,27.7924,0,0,0,0,7.51288,0,1.59298,0,#VALUE!,0
SBBG,268559,Y,1,51971,11/14/2025,c,Alek,,Namaceae,Eriodictyon,Eriodictyon californicum,California,Stanislaus,37.40903,-121.40872,51971-SampleName-20251114163608,0.0124157,1,-0.00113829,261380,35100.1,35100.1,443383,554828,0,0,70.5994,994.011,597.547,0,0,5.17336,49.7821,0.483021,6.86671,12.6151,0,0,19.4287,2.3483,11.8617,0,13.317,0,0,0,0,3.64278,0,1.54757,0.894684,#VALUE!,0
